title,discountedPrice,price,filename,subType,type
Happilo 100% Premium King size Whole Cashew nuts 200g,657,730,https://www.jiomart.com/images/product/150x150/rva3nsysfj/happilo-100-premium-king-size-whole-cashew-nuts-200g-product-images-orva3nsysfj-p590360957-0-202107151815.jpg,Dry fruits and nuts,Staples
Happilo Premium International Queen Kalmi Dates 200g,441,490,https://www.jiomart.com/images/product/150x150/rvytpux9ga/happilo-premium-international-queen-kalmi-dates-200g-product-images-orvytpux9ga-p590360958-0-202107151816.jpg,Dry fruits and nuts,Staples
Happilo Premium Seedless Green Raisins 250g,297,330,https://www.jiomart.com/images/product/150x150/rvfccqhc7f/happilo-premium-seedless-green-raisins-250g-product-images-orvfccqhc7f-p590360941-0-202107151809.jpg,Dry fruits and nuts,Staples
Happilo Premium International Dried Mango,247,275,https://www.jiomart.com/images/product/150x150/rvuraxcsks/happilo-premium-international-dried-mango-product-images-orvuraxcsks-p590360900-0-202107151749.jpg,Dry fruits and nuts,Staples
Happilo Premium 100% Natural Afghani Green Raisins 200g,297,330,https://www.jiomart.com/images/product/150x150/rvw5ebltoy/happilo-premium-100-natural-afghani-green-raisins-200g-product-images-orvw5ebltoy-p590360936-0-202107151806.jpg,Dry fruits and nuts,Staples
Happilo Deluxe 100% Natural Kashmiri Walnut Kernels 200g,1912,2125,https://www.jiomart.com/images/product/150x150/rvnmg1eigq/happilo-deluxe-100-natural-kashmiri-walnut-kernels-200g-product-images-orvnmg1eigq-p590360925-0-202107151803.jpg,Dry fruits and nuts,Staples
Happilo Deluxe 100% Natural Kashmiri Walnut Kernels 200g,382,425,https://www.jiomart.com/images/product/150x150/rvvcdgkgv6/happilo-deluxe-100-natural-kashmiri-walnut-kernels-200g-product-images-orvvcdgkgv6-p590360922-0-202107151801.jpg,Dry fruits and nuts,Staples
Happilo Premium 100% Natural Afghani Green Raisins 200g,220,245,https://www.jiomart.com/images/product/150x150/rviglt2un8/happilo-premium-100-natural-afghani-green-raisins-200g-product-images-orviglt2un8-p590360937-0-202107151807.jpg,Dry fruits and nuts,Staples
Happilo Premium International King Medjoul Dates 200g,1777,1975,https://www.jiomart.com/images/product/150x150/rvagy2xnpc/happilo-premium-international-king-medjoul-dates-200g-product-images-orvagy2xnpc-p590362220-0-202107191848.jpg,Dry fruits and nuts,Staples
Happilo 100% Natural Premium Whole Cashews 200g,1507,1675,https://www.jiomart.com/images/product/150x150/rvxjpkkrnt/happilo-100-natural-premium-whole-cashews-200g-product-images-orvxjpkkrnt-p590360949-0-202107151812.jpg,Dry fruits and nuts,Staples
Happilo Premium Afghani seedless Black Raisins 250g,1012,1125,https://www.jiomart.com/images/product/150x150/rvhonwcphr/happilo-premium-afghani-seedless-black-raisins-250g-product-images-orvhonwcphr-p590360940-0-202107151808.jpg,Dry fruits and nuts,Staples
Happilo Premium International King Medjoul Dates 200g,711,790,https://www.jiomart.com/images/product/150x150/rveuovrkcm/happilo-premium-international-king-medjoul-dates-200g-product-images-orveuovrkcm-p590362221-0-202107191848.jpg,Dry fruits and nuts,Staples
Happilo 100% Premium King size Whole Cashew nuts 200g,328,365,https://www.jiomart.com/images/product/150x150/rvpmwwz7ui/happilo-100-premium-king-size-whole-cashew-nuts-200g-product-images-orvpmwwz7ui-p590360947-0-202107151812.jpg,Dry fruits and nuts,Staples
Happilo Premium Seedless Green Raisins 200g,576,640,https://www.jiomart.com/images/product/150x150/rvjiazbx8v/happilo-premium-seedless-green-raisins-200g-product-images-orvjiazbx8v-p590360944-0-202107151810.jpg,Dry fruits and nuts,Staples
Happilo Premium Seedless Green Raisins 500g (Value Pack),292,325,https://www.jiomart.com/images/product/150x150/rvkiqvhgfo/happilo-premium-seedless-green-raisins-500g-value-pack-product-images-orvkiqvhgfo-p590360942-0-202107151809.jpg,Dry fruits and nuts,Staples
Happilo Premium 100% Natural Afghani Green Raisins 200g,1102,1225,https://www.jiomart.com/images/product/150x150/rvkj7xipsn/happilo-premium-100-natural-afghani-green-raisins-200g-product-images-orvkj7xipsn-p590360939-0-202107151808.jpg,Dry fruits and nuts,Staples
Happilo Deluxe 100% Natural Kashmiri Walnut Kernels 200g,765,850,https://www.jiomart.com/images/product/150x150/rvzgsvfhif/happilo-deluxe-100-natural-kashmiri-walnut-kernels-200g-product-images-orvzgsvfhif-p590360927-0-202107151803.jpg,Dry fruits and nuts,Staples
Happilo Premium 100% Natural Californian Inshell Walnut Kernels 500g (Super Value),1035,1150,https://www.jiomart.com/images/product/150x150/rvzhzt5sts/happilo-premium-100-natural-californian-inshell-walnut-kernels-500g-super-value-product-images-orvzhzt5sts-p590360853-0-202107151740.jpg,Dry fruits and nuts,Staples
Happilo 100% Natural Premium Californian Inshell Walnuts 200g,423,470,https://www.jiomart.com/images/product/150x150/rv7qryoyxz/happilo-100-natural-premium-californian-inshell-walnuts-200g-product-images-orv7qryoyxz-p590360933-0-202107151805.jpg,Dry fruits and nuts,Staples
Happilo Premium Seedless Green Raisins 500g (Value Pack),585,650,https://www.jiomart.com/images/product/150x150/rv7r6fj4uy/happilo-premium-seedless-green-raisins-500g-value-pack-product-images-orv7r6fj4uy-p590360943-0-202107151810.jpg,Dry fruits and nuts,Staples
Miltop Cashew 320 500g,485,630,https://www.jiomart.com/images/product/150x150/rvldjg08dw/miltop-cashew-320-500g-product-images-orvldjg08dw-p590363246-0-202107261533.jpg,Dry fruits and nuts,Staples
Miltop Cashew W320 1kg,965,1270,https://www.jiomart.com/images/product/150x150/rvopqwinxj/miltop-cashew-w320-1kg-product-images-orvopqwinxj-p590363247-0-202107261533.jpg,Dry fruits and nuts,Staples
Organic Tattva Flax Seeds 100 g,26.25,35,https://www.jiomart.com/images/product/150x150/590126990/organic-tattva-flax-seeds-100-g-0-20210127.jpg,Dry fruits and nuts,Staples
Pro Nature Organic Quinoa Seeds 500 g,269.7,290,https://www.jiomart.com/images/product/150x150/590032701/pro-nature-organic-quinoa-seeds-500-g-0-20201128.jpg,Dry fruits and nuts,Staples
Pro Nature Organic Flax Seeds 200 g,48.36,52,https://www.jiomart.com/images/product/150x150/590032699/pro-nature-organic-flax-seeds-200-g-0-20201013.jpg,Dry fruits and nuts,Staples
Miltop Premium Quality Afgan Figs (Anjeer) 500g,495,870,https://www.jiomart.com/images/product/150x150/rvidmmuvzt/miltop-premium-quality-afgan-figs-anjeer-500g-product-images-orvidmmuvzt-p590363776-0-202107302222.jpg,Dry fruits and nuts,Staples
Miltop Afgani Figs (Anjeer) 250g,255,440,https://www.jiomart.com/images/product/150x150/rvqodosrjg/miltop-afgani-figs-anjeer-250g-product-images-orvqodosrjg-p590363775-0-202107302219.jpg,Dry fruits and nuts,Staples
Anjani Indian Green Raisin Jar 100 g (Pack Of 2),250,250,https://www.jiomart.com/images/product/150x150/rvlhkqxlf8/anjani-indian-green-raisin-jar-100-g-pack-of-2-product-images-orvlhkqxlf8-p590363713-0-202107301938.jpg,Dry fruits and nuts,Staples
Anjani Black Raisins Seedless 500 g,715,715,https://www.jiomart.com/images/product/150x150/rvbvmotnl7/anjani-black-raisins-seedless-500-g-product-images-orvbvmotnl7-p590363711-0-202107301930.jpg,Dry fruits and nuts,Staples
Anjani Black Raisins Seedless 200 g,299,299,https://www.jiomart.com/images/product/150x150/rvfobjluuq/anjani-black-raisins-seedless-200-g-product-images-orvfobjluuq-p590363708-0-202107301918.jpg,Dry fruits and nuts,Staples
Happilo Premium International Exotic Brazil nuts (Amazon nuts),490,545,https://www.jiomart.com/images/product/150x150/rvlzpumerp/happilo-premium-international-exotic-brazil-nuts-amazon-nuts-product-images-orvlzpumerp-p590363557-0-202107282138.jpg,Dry fruits and nuts,Staples
Happilo Premium International Super mix Berries 200g,657,730,https://www.jiomart.com/images/product/150x150/rv8tgorkwd/happilo-premium-international-super-mix-berries-200g-product-images-orv8tgorkwd-p590363556-0-202107282133.jpg,Dry fruits and nuts,Staples
Happilo Premium International Salted Partymix 200g,1642,1825,https://www.jiomart.com/images/product/150x150/rvjqlgwyur/happilo-premium-international-salted-partymix-200g-product-images-orvjqlgwyur-p590363499-0-202107281944.jpg,Dry fruits and nuts,Staples
Miltop Dried Pineapple Slice 200 g,245,245,https://www.jiomart.com/images/product/150x150/rvp6hb5mdt/miltop-dried-pineapple-slice-200-g-product-images-orvp6hb5mdt-p590363498-0-202107281937.jpg,Dry fruits and nuts,Staples
Miltop Red quinoa 500 g(pack of 2 250 g each),349,360,https://www.jiomart.com/images/product/150x150/rvjpwxqrt0/miltop-red-quinoa-500-g-pack-of-2-250-g-each-product-images-orvjpwxqrt0-p590363493-0-202107281812.jpg,Dry fruits and nuts,Staples
"Miltop Kishmish, 1kg",365,450,https://www.jiomart.com/images/product/150x150/rvvpdz87mx/miltop-kishmish-1kg-product-images-orvvpdz87mx-p590363482-0-202107281552.jpg,Dry fruits and nuts,Staples
Miltop Big Size Cashew Nuts W240 500g,455,730,https://www.jiomart.com/images/product/150x150/rv39oche7u/miltop-big-size-cashew-nuts-w240-500g-product-images-orv39oche7u-p590363481-0-202107281552.jpg,Dry fruits and nuts,Staples
Runutz Walnut Kernels 1 kg,1199,1700,https://www.jiomart.com/images/product/150x150/rvorgqt8cb/runutz-walnut-kernels-1-kg-product-images-orvorgqt8cb-p590362889-0-202107240030.jpg,Dry fruits and nuts,Staples
Miltop Munakka Raisin 500gm,395,546,https://www.jiomart.com/images/product/150x150/rvh5iodq9u/miltop-munakka-raisin-500gm-product-images-orvh5iodq9u-p590362598-0-202107221835.jpg,Dry fruits and nuts,Staples
Miltop Dried Pomelo 200g,235,235,https://www.jiomart.com/images/product/150x150/rvggsjdjip/miltop-dried-pomelo-200g-product-images-orvggsjdjip-p590362597-0-202107221832.jpg,Dry fruits and nuts,Staples
Miltop California Prunes 250 g,240,240,https://www.jiomart.com/images/product/150x150/rvijkysxdk/miltop-california-prunes-250-g-product-images-orvijkysxdk-p590362594-0-202107221819.jpg,Dry fruits and nuts,Staples
Miltop California Prunes 1 kg (pack of 2 500 g each),849,960,https://www.jiomart.com/images/product/150x150/rvqr2ovu5p/miltop-california-prunes-1-kg-pack-of-2-500-g-each-product-images-orvqr2ovu5p-p590362593-0-202107221818.jpg,Dry fruits and nuts,Staples
Miltop California Prunes 500 g,425,480,https://www.jiomart.com/images/product/150x150/rvbt8tqnsa/miltop-california-prunes-500-g-product-images-orvbt8tqnsa-p590362592-0-202107221817.jpg,Dry fruits and nuts,Staples
Farmley Popular California Almonds 250g,325,325,https://www.jiomart.com/images/product/150x150/rvjbk2e5jv/farmley-popular-california-almonds-250g-product-images-orvjbk2e5jv-p590362578-0-202107221449.jpg,Dry fruits and nuts,Staples
Farmley Popular California Almonds 1kg,1250,1250,https://www.jiomart.com/images/product/150x150/rvbsrwovmf/farmley-popular-california-almonds-1kg-product-images-orvbsrwovmf-p590362577-0-202107221446.jpg,Dry fruits and nuts,Staples
Farmley Popular California Almonds 500g,625,625,https://www.jiomart.com/images/product/150x150/rvkmu0rams/farmley-popular-california-almonds-500g-product-images-orvkmu0rams-p590362573-0-202107221430.jpg,Dry fruits and nuts,Staples
Farmley Roasted & Salted Almonds 200g,325,325,https://www.jiomart.com/images/product/150x150/rvqexkfdda/farmley-roasted-salted-almonds-200g-product-images-orvqexkfdda-p590362569-0-202107221428.jpg,Dry fruits and nuts,Staples
Farmley Premium California Almonds 250g,350,350,https://www.jiomart.com/images/product/150x150/rv7ssamds9/farmley-premium-california-almonds-250g-product-images-orv7ssamds9-p590362568-0-202107221426.jpg,Dry fruits and nuts,Staples
Farmley Premium California Almonds 1kg,1300,1300,https://www.jiomart.com/images/product/150x150/rv05rvl6fn/farmley-premium-california-almonds-1kg-product-images-orv05rvl6fn-p590362567-0-202107221424.jpg,Dry fruits and nuts,Staples
Happilo Premium International King Medjoul Dates 200g,355,395,https://www.jiomart.com/images/product/150x150/rvrnehsfpg/happilo-premium-international-king-medjoul-dates-200g-product-images-orvrnehsfpg-p590362518-0-202107221005.jpg,Dry fruits and nuts,Staples
Farmley Premium California Almonds 500g,625,650,https://www.jiomart.com/images/product/150x150/rvzbrx3kjk/farmley-premium-california-almonds-500g-product-images-orvzbrx3kjk-p590362406-0-202107211720.jpg,Dry fruits and nuts,Staples
Miltop Kishmis Raisin Black Seedless-Kali Draksh 250g,145,145,https://www.jiomart.com/images/product/150x150/rv9d0fuppo/miltop-kishmis-raisin-black-seedless-kali-draksh-250g-product-images-orv9d0fuppo-p590362405-0-202107211720.jpg,Dry fruits and nuts,Staples
Miltop Salted Pista 250g,295,415,https://www.jiomart.com/images/product/150x150/rvnt32jurg/miltop-salted-pista-250g-product-images-orvnt32jurg-p590362404-0-202107211719.jpg,Dry fruits and nuts,Staples
Anjani Morning Mix (Mixed Berries & nuts) 200 g,365,365,https://www.jiomart.com/images/product/150x150/rvdrmdb2ye/anjani-morning-mix-mixed-berries-nuts-200-g-product-images-orvdrmdb2ye-p590360928-0-202107151804.jpg,Dry fruits and nuts,Staples
Britannia Good Day Cashew Cookies 100 g,16,20,https://www.jiomart.com/images/product/150x150/491161296/britannia-good-day-cashew-cookies-100-g-0-20210416.jpg,Biscuits and cookies,Snacks and branded foods
Britannia NutriChoice Hi-Fibre Digestive Biscuits 100 g,17,20,https://www.jiomart.com/images/product/150x150/490007701/britannia-nutrichoice-hi-fibre-digestive-biscuits-100-g-0-20201126.jpg,Biscuits and cookies,Snacks and branded foods
Sunfeast Mom's Magic Cashew & Almond Biscuits 600 g,75,105,https://www.jiomart.com/images/product/150x150/491502849/sunfeast-mom-s-magic-cashew-almond-biscuits-600-g-0-20210630.jpg,Biscuits and cookies,Snacks and branded foods
Britannia Bourbon The Original Cream Biscuits 150 g,24,30,https://www.jiomart.com/images/product/150x150/490005349/britannia-bourbon-the-original-cream-biscuits-150-g-0-20210114.jpg,Biscuits and cookies,Snacks and branded foods
Britannia NutriChoice Hi-Fibre Digestive Biscuits 1 kg,125,169,https://www.jiomart.com/images/product/150x150/491373488/britannia-nutrichoice-hi-fibre-digestive-biscuits-1-kg-0-20210416.jpg,Biscuits and cookies,Snacks and branded foods
Parle-G Original Glucose Biscuits 800 g,63,70,https://www.jiomart.com/images/product/150x150/490008739/parle-g-original-glucose-biscuits-800-g-0-20210115.jpg,Biscuits and cookies,Snacks and branded foods
Parle Monaco Classic Regular Salted Biscuits 400 g,54,60,https://www.jiomart.com/images/product/150x150/491439006/parle-monaco-classic-regular-salted-biscuits-400-g-0-20201118.jpg,Biscuits and cookies,Snacks and branded foods
Open Secret Assorted Nutty Cookies 75 g,70,105,https://www.jiomart.com/images/product/150x150/590320934/open-secret-assorted-nutty-cookies-75-g-0-20210602.jpg,Biscuits and cookies,Snacks and branded foods
Open Secret Choco Almond Nutty Cookies 75 g,70,105,https://www.jiomart.com/images/product/150x150/590320932/open-secret-choco-almond-nutty-cookies-75-g-0-20210604.jpg,Biscuits and cookies,Snacks and branded foods
Open Secret White Choco Cashew Nutty Cookies 75 g,70,105,https://www.jiomart.com/images/product/150x150/590320933/open-secret-white-choco-cashew-nutty-cookies-75-g-0-20210604.jpg,Biscuits and cookies,Snacks and branded foods
Parle Krack Jack Crackers 400 g,54,60,https://www.jiomart.com/images/product/150x150/491439007/parle-krack-jack-crackers-400-g-0-20210727.jpg,Biscuits and cookies,Snacks and branded foods
Britannia Classic Little Hearts Biscuits 75 g,17,20,https://www.jiomart.com/images/product/150x150/491264336/britannia-classic-little-hearts-biscuits-75-g-0-20210115.jpg,Biscuits and cookies,Snacks and branded foods
Sunfeast Dark Fantasy Choco Fills Cookies 75 g,28,35,https://www.jiomart.com/images/product/150x150/490762566/sunfeast-dark-fantasy-choco-fills-cookies-75-g-0-20201125.jpg,Biscuits and cookies,Snacks and branded foods
Cadbury Oreo Original Vanilla Cream Biscuits 46.3 g,9.3,10,https://www.jiomart.com/images/product/150x150/491070871/cadbury-oreo-original-vanilla-cream-biscuits-46-3-g-0-20210401.jpg,Biscuits and cookies,Snacks and branded foods
Parle Hide & Seek Chocolate Chip Cookies 100 g,27.9,30,https://www.jiomart.com/images/product/150x150/491062929/parle-hide-seek-chocolate-chip-cookies-100-g-0-20210416.jpg,Biscuits and cookies,Snacks and branded foods
Britannia Bourbon The Original Cream Biscuits 120 g (Buy 4 Get 1),74.4,80,https://www.jiomart.com/images/product/150x150/491185076/britannia-bourbon-the-original-cream-biscuits-120-g-buy-4-get-1-0-20210330.jpg,Biscuits and cookies,Snacks and branded foods
Britannia Marie Gold Biscuits 250 g,25,30,https://www.jiomart.com/images/product/150x150/490353645/britannia-marie-gold-biscuits-250-g-0-20210414.jpg,Biscuits and cookies,Snacks and branded foods
Britannia Good Day Cashew Cookies 200 g,37,40,https://www.jiomart.com/images/product/150x150/490176188/britannia-good-day-cashew-cookies-200-g-0-20210316.jpg,Biscuits and cookies,Snacks and branded foods
Cadbury Oreo Original Vanilla Creme Biscuits 120 g,27,30,https://www.jiomart.com/images/product/150x150/491338266/cadbury-oreo-original-vanilla-creme-biscuits-120-g-0-20210304.jpg,Biscuits and cookies,Snacks and branded foods
Britannia Marie Gold Biscuits Combo Pack 120 g (Pack of 5),55.8,60,https://www.jiomart.com/images/product/150x150/491249718/britannia-marie-gold-biscuits-combo-pack-120-g-pack-of-5-0-20210115.jpg,Biscuits and cookies,Snacks and branded foods
Parle Monaco Salted Biscuits 200 g,27.9,30,https://www.jiomart.com/images/product/150x150/490000415/parle-monaco-salted-biscuits-200-g-0-20201118.jpg,Biscuits and cookies,Snacks and branded foods
Britannia Vita Marie Gold Biscuits 300 g,35,40,https://www.jiomart.com/images/product/150x150/490016258/britannia-vita-marie-gold-biscuits-300-g-0-20200916.jpg,Biscuits and cookies,Snacks and branded foods
Britannia Good Day Butter Cookies 100 g (Buy 4 Get 1),74.4,80,https://www.jiomart.com/images/product/150x150/491293092/britannia-good-day-butter-cookies-100-g-buy-4-get-1-0-20200727.jpg,Biscuits and cookies,Snacks and branded foods
Dukes Waffy Chocolate Wafers 75 g,22.5,45,https://www.jiomart.com/images/product/150x150/490006488/dukes-waffy-chocolate-wafers-75-g-0-20201126.jpg,Biscuits and cookies,Snacks and branded foods
Parle Krack Jack Crackers 200 g,27.9,30,https://www.jiomart.com/images/product/150x150/490000411/parle-krack-jack-crackers-200-g-0-20201020.jpg,Biscuits and cookies,Snacks and branded foods
Parle-G Original Glucose Biscuits 250 g,18.6,20,https://www.jiomart.com/images/product/150x150/490008737/parle-g-original-glucose-biscuits-250-g-0-20201016.jpg,Biscuits and cookies,Snacks and branded foods
Cadbury Oreo Chocolate Creme Biscuits 120 g,27.9,30,https://www.jiomart.com/images/product/150x150/491338267/cadbury-oreo-chocolate-creme-biscuits-120-g-0-20210723.jpg,Biscuits and cookies,Snacks and branded foods
Dukes Waffy Strawberry Wafers 75 g,22.5,45,https://www.jiomart.com/images/product/150x150/490006834/dukes-waffy-strawberry-wafers-75-g-0-20210114.jpg,Biscuits and cookies,Snacks and branded foods
Britannia Good Day Choco Chip Cookies 100 g,27.9,30,https://www.jiomart.com/images/product/150x150/490000224/britannia-good-day-choco-chip-cookies-100-g-0-20210330.jpg,Biscuits and cookies,Snacks and branded foods
Britannia Classic Little Hearts Biscuits 34.5 g,9.3,10,https://www.jiomart.com/images/product/150x150/490000226/britannia-classic-little-hearts-biscuits-34-5-g-0-20210623.jpg,Biscuits and cookies,Snacks and branded foods
Britannia Bourbon Original Biscuits 60 g,9.3,10,https://www.jiomart.com/images/product/150x150/490000219/britannia-bourbon-original-biscuits-60-g-0-20210316.jpg,Biscuits and cookies,Snacks and branded foods
Parle Hide & Seek Choco Rolls 250 g,60,120,https://www.jiomart.com/images/product/150x150/590032687/parle-hide-seek-choco-rolls-250-g-0-20201020.jpg,Biscuits and cookies,Snacks and branded foods
Parle Monaco Biscuits 66.7 g,9.3,10,https://www.jiomart.com/images/product/150x150/490087809/parle-monaco-biscuits-66-7-g-0-20210311.jpg,Biscuits and cookies,Snacks and branded foods
Dukes Nice Sugar Sprinkled Coconut Biscuits 150 g (Pack of 3),49,49,https://www.jiomart.com/images/product/150x150/491249671/dukes-nice-sugar-sprinkled-coconut-biscuits-150-g-pack-of-3-0-20201015.jpg,Biscuits and cookies,Snacks and branded foods
Dukes Waffy Choco Wafer Rolls 250 g,75,150,https://www.jiomart.com/images/product/150x150/490870964/dukes-waffy-choco-wafer-rolls-250-g-0-20201118.jpg,Biscuits and cookies,Snacks and branded foods
Parle Platina Milano Choco Delight Centre Filled Dark Cookies 75 g,32.55,35,https://www.jiomart.com/images/product/150x150/491179433/parle-platina-milano-choco-delight-centre-filled-dark-cookies-75-g-0-20210728.jpg,Biscuits and cookies,Snacks and branded foods
Britannia Nice Time Coconut Biscuits 150 g,23.25,25,https://www.jiomart.com/images/product/150x150/490016255/britannia-nice-time-coconut-biscuits-150-g-0-20201017.jpg,Biscuits and cookies,Snacks and branded foods
Britannia Good Day Cashew Cookies 53 g (Get +7 g Extra),9.3,10,https://www.jiomart.com/images/product/150x150/490176187/britannia-good-day-cashew-cookies-53-g-get-7-g-extra-0-20210318.jpg,Biscuits and cookies,Snacks and branded foods
Britannia 50-50 Maska Chaska Biscuits 48 g,9.3,10,https://www.jiomart.com/images/product/150x150/490006829/britannia-50-50-maska-chaska-biscuits-48-g-0-20210304.jpg,Biscuits and cookies,Snacks and branded foods
Britannia 50-50 Sweet & Salty Biscuits 200 g,27.9,30,https://www.jiomart.com/images/product/150x150/491064244/britannia-50-50-sweet-salty-biscuits-200-g-0-20210727.jpg,Biscuits and cookies,Snacks and branded foods
Unibic Fruit & Nut Cookies 500 g,82.5,165,https://www.jiomart.com/images/product/150x150/491582190/unibic-fruit-nut-cookies-500-g-0-20201230.jpg,Biscuits and cookies,Snacks and branded foods
Cadbury Oreo Choco Creme Biscuits 50 g,9.3,10,https://www.jiomart.com/images/product/150x150/490957787/cadbury-oreo-choco-creme-biscuits-50-g-0-20210304.jpg,Biscuits and cookies,Snacks and branded foods
Dukes Bourbon Cream Biscuits 150 g (Buy 3 Get 2),90,90,https://www.jiomart.com/images/product/150x150/491212732/dukes-bourbon-cream-biscuits-150-g-buy-3-get-2-0-20210115.jpg,Biscuits and cookies,Snacks and branded foods
Unibic Choco Chip Cookies 500 g,82.5,165,https://www.jiomart.com/images/product/150x150/491502843/unibic-choco-chip-cookies-500-g-0-20201230.jpg,Biscuits and cookies,Snacks and branded foods
Dukes Masala Nibbles 150 g,28,50,https://www.jiomart.com/images/product/150x150/491335112/dukes-masala-nibbles-150-g-0-20210115.jpg,Biscuits and cookies,Snacks and branded foods
Parle G Glucose Biscuits 110g,9.3,10,https://www.jiomart.com/images/product/150x150/491539619/parle-g-biscuits-110-g-get-20-g-extra-0-20201118.jpg,Biscuits and cookies,Snacks and branded foods
Parle G Biscuits 55 g,4.65,5,https://www.jiomart.com/images/product/150x150/491538751/parle-g-biscuits-55-g-get-10-g-extra-0-20201118.jpg,Biscuits and cookies,Snacks and branded foods
Britannia Good Day Cashew Biscuits 1 Kg,150,230,https://www.jiomart.com/images/product/150x150/590116903/britannia-good-day-cashew-biscuits-1-kg-0-20210421.jpg,Biscuits and cookies,Snacks and branded foods
Cadbury Bournvita Biscuits Super Value Pack 120 g,27.9,30,https://www.jiomart.com/images/product/150x150/491278430/cadbury-bournvita-biscuits-120-g-0-20210405.jpg,Biscuits and cookies,Snacks and branded foods
Dukes Salted Nibbles 150 g,28,50,https://www.jiomart.com/images/product/150x150/490867199/dukes-salted-nibbles-150-g-0-20210115.jpg,Biscuits and cookies,Snacks and branded foods
Britannia Good Day Butter Cookies 53 g (Get +22 g Extra),9.3,10,https://www.jiomart.com/images/product/150x150/490007836/britannia-good-day-butter-cookies-53-g-get-22-g-extra-0-20210331.jpg,Biscuits and cookies,Snacks and branded foods
Parle Fab Jam-In Cream Biscuits 150 g,32.55,35,https://www.jiomart.com/images/product/150x150/490985512/parle-fab-jam-in-cream-biscuits-150-g-0-20201118.jpg,Biscuits and cookies,Snacks and branded foods
Dukes Waffy Vanilla Wafer Biscuits 75 g,22.5,45,https://www.jiomart.com/images/product/150x150/490006491/dukes-waffy-vanilla-wafer-biscuits-75-g-0-20210414.jpg,Biscuits and cookies,Snacks and branded foods
Britannia Treat Jim Jam Cream Biscuits 100 g,23.25,25,https://www.jiomart.com/images/product/150x150/490005633/britannia-treat-jim-jam-cream-biscuits-100-g-0-20210331.jpg,Biscuits and cookies,Snacks and branded foods
Parle Marie Biscuits 250 g,22.5,30,https://www.jiomart.com/images/product/150x150/490008746/parle-marie-biscuits-250-g-0-20210331.jpg,Biscuits and cookies,Snacks and branded foods
Dukes Waffy Wafers Assorted Pack 75 g (Pack of 6),130,130,https://www.jiomart.com/images/product/150x150/491249670/dukes-waffy-wafers-assorted-pack-75-g-pack-of-6-0-20210402.jpg,Biscuits and cookies,Snacks and branded foods
Britannia Vita Marie Gold Biscuits 150 g,18.6,20,https://www.jiomart.com/images/product/150x150/491019530/britannia-vita-marie-gold-biscuits-150-g-0-20210416.jpg,Biscuits and cookies,Snacks and branded foods
Sunfeast Marie Light Biscuits 200 g,15,20,https://www.jiomart.com/images/product/150x150/490006567/sunfeast-marie-light-biscuits-200-g-0-20210415.jpg,Biscuits and cookies,Snacks and branded foods
Parle Krack Jack Crackers 66.7 g (Get +8.9 Extra),9.3,10,https://www.jiomart.com/images/product/150x150/490000410/parle-krack-jack-crackers-66-7-g-0-20210311.jpg,Biscuits and cookies,Snacks and branded foods
Unibic Choco Chip Cookies 75 g,20,30,https://www.jiomart.com/images/product/150x150/490012569/unibic-choco-chip-cookies-75-g-0-20201230.jpg,Biscuits and cookies,Snacks and branded foods
Dukes Waffy Orange Wafers 75 g,22.5,45,https://www.jiomart.com/images/product/150x150/490006489/dukes-waffy-orange-wafers-75-g-0-20200725.jpg,Biscuits and cookies,Snacks and branded foods
Parle Milano Centre Filled Choco Cookies 250 g,60,120,https://www.jiomart.com/images/product/150x150/590032691/parle-milano-centre-filled-choco-cookies-250-g-0-20200819.jpg,Biscuits and cookies,Snacks and branded foods
Dukes Waffy Strawberry Wafer Rolls 250 g,75,150,https://www.jiomart.com/images/product/150x150/490870963/dukes-waffy-strawberry-wafer-rolls-250-g-0-20201020.jpg,Biscuits and cookies,Snacks and branded foods
Dukes Nice Sugar Sprinkled Coconut Biscuits 150 g,19,25,https://www.jiomart.com/images/product/150x150/490001888/dukes-nice-sugar-sprinkled-coconut-biscuits-150-g-0-20200725.jpg,Biscuits and cookies,Snacks and branded foods
Parle Fab Bourbon Chocolate Cream Biscuits 150 g,27.9,30,https://www.jiomart.com/images/product/150x150/490568519/parle-fab-bourbon-chocolate-cream-biscuits-150-g-0-20201118.jpg,Biscuits and cookies,Snacks and branded foods
Parle Monaco Classic Cheeslings 150 g,55.8,60,https://www.jiomart.com/images/product/150x150/490011590/parle-monaco-classic-cheeslings-150-g-0-20201201.jpg,Biscuits and cookies,Snacks and branded foods
Dukes Waffy Pineapple Wafers 75 g,22.5,45,https://www.jiomart.com/images/product/150x150/490867202/dukes-waffy-pineapple-wafers-75-g-0-20201017.jpg,Biscuits and cookies,Snacks and branded foods
Dukes Bourbon Premium Sandwich Biscuits 150 g,20,30,https://www.jiomart.com/images/product/150x150/490001881/dukes-bourbon-premium-sandwich-biscuits-150-g-0-20210603.jpg,Biscuits and cookies,Snacks and branded foods
Cadbury Bournvita Chocolate Biscuits 46.5 g,9.3,10,https://www.jiomart.com/images/product/150x150/491278429/cadbury-bournvita-chocolate-biscuits-46-5-g-0-20210405.jpg,Biscuits and cookies,Snacks and branded foods
Parle Hide & Seek Milano Chocolate Chip Cookies 75 g,27.9,30,https://www.jiomart.com/images/product/150x150/490985513/parle-hide-seek-milano-chocolate-chip-cookies-75-g-0-20201118.jpg,Biscuits and cookies,Snacks and branded foods
