title,discountedPrice,price,filename,subType,type
Besan 1 kg,74,160,https://www.jiomart.com/images/product/150x150/491349649/besan-1-kg-0-20210521.jpg,"Atta, Flours and Sooji",Staples
Besan 500 g,37,80,https://www.jiomart.com/images/product/150x150/491349648/besan-500-g-0-20210521.jpg,"Atta, Flours and Sooji",Staples
Maida 1 kg,32,80,https://www.jiomart.com/images/product/150x150/491349662/maida-1-kg-0-20210521.jpg,"Atta, Flours and Sooji",Staples
Rawa 1 kg,38,86,https://www.jiomart.com/images/product/150x150/491349663/rawa-1-kg-0-20210521.jpg,"Atta, Flours and Sooji",Staples
Maida 500 g,17.5,40,https://www.jiomart.com/images/product/150x150/491349661/maida-500-g-0-20210521.jpg,"Atta, Flours and Sooji",Staples
Rawa 500 g,20,43,https://www.jiomart.com/images/product/150x150/491349664/rawa-500-g-0-20210521.jpg,"Atta, Flours and Sooji",Staples
Good Life MP Wheat Chakki Atta 10 kg,325,400,https://www.jiomart.com/images/product/150x150/491458273/good-life-mp-wheat-chakki-atta-10-kg-0-20201117.jpg,"Atta, Flours and Sooji",Staples
Uttam Superfine Maida 500 g,25,30,https://www.jiomart.com/images/product/150x150/490022110/uttam-superfine-maida-500-g-0-20210302.jpg,"Atta, Flours and Sooji",Staples
Aashirvaad Whole Wheat Atta 5 kg,210,245,https://www.jiomart.com/images/product/150x150/490000038/aashirvaad-whole-wheat-atta-5-kg-0-20210604.jpg,"Atta, Flours and Sooji",Staples
Rajdhani Chana Sattu 500 g,59,81,https://www.jiomart.com/images/product/150x150/491208934/rajdhani-chana-sattu-500-g-0-20210304.jpg,"Atta, Flours and Sooji",Staples
Aashirvaad Whole Wheat Atta 10 kg,379,450,https://www.jiomart.com/images/product/150x150/490000041/aashirvaad-whole-wheat-atta-10-kg-0-20210604.jpg,"Atta, Flours and Sooji",Staples
Chakki Atta 5 kg,145,210,https://www.jiomart.com/images/product/150x150/491349659/chakki-atta-5-kg-0-20210301.jpg,"Atta, Flours and Sooji",Staples
Gajanann Foods Rajgira Flour 200 g,35,70,https://www.jiomart.com/images/product/150x150/590127087/gajanann-rajgira-flour-200-g-0-20210322.jpg,"Atta, Flours and Sooji",Staples
Gajanann Foods Upavas Bhajani 200 g,32.5,65,https://www.jiomart.com/images/product/150x150/491551305/gajanann-foods-upavas-bhajani-200-g-0-20210322.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Singhara atta 200 g,75,100,https://www.jiomart.com/images/product/150x150/490010468/bhagirathi-singhara-atta-200-g-0-20200921.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Rajgira Peeth / Atta 200 g,37.5,50,https://www.jiomart.com/images/product/150x150/490010463/bhagirathi-rajgira-peeth-atta-200-g-0-20201001.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Upwas Bhajni 200 g,37.5,50,https://www.jiomart.com/images/product/150x150/490010473/bhagirathi-upwas-bhajni-200-g-0-20201021.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Sama / Varai Atta 200 g,30.67,46,https://www.jiomart.com/images/product/150x150/590108358/nutrapoorna-sama-varai-atta-200-g-0-20201215.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Rajgira Atta 500 g,49.34,74,https://www.jiomart.com/images/product/150x150/590108356/nutrapoorna-rajgira-atta-500-g-0-20201215.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Kuti / Kuttu Atta 200 g,42,63,https://www.jiomart.com/images/product/150x150/590108357/nutrapoorna-kuti-kuttu-atta-200-g-0-20201215.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Singoda Atta 200 g,63.34,95,https://www.jiomart.com/images/product/150x150/590108359/nutrapoorna-singoda-atta-200-g-0-20201215.jpg,"Atta, Flours and Sooji",Staples
Chakki Atta 10 kg,279,375,https://www.jiomart.com/images/product/150x150/491349660/chakki-atta-10-kg-0-20210301.jpg,"Atta, Flours and Sooji",Staples
Rajdhani Besan 500 g,45,70,https://www.jiomart.com/images/product/150x150/490006667/rajdhani-besan-500-g-0-20200818.jpg,"Atta, Flours and Sooji",Staples
Good Life MP Wheat Chakki Atta 5 kg,159,225,https://www.jiomart.com/images/product/150x150/491458272/good-life-mp-wheat-chakki-atta-5-kg-0-20201117.jpg,"Atta, Flours and Sooji",Staples
Good Life Sava Rice 500 g,65,70,https://www.jiomart.com/images/product/150x150/491185310/good-life-sava-rice-500-g-0-20210305.jpg,"Atta, Flours and Sooji",Staples
Aashirvaad Select Sharbati Whole Wheat Atta 5 kg,239,295,https://www.jiomart.com/images/product/150x150/490005641/aashirvaad-select-sharbati-whole-wheat-atta-5-kg-0-20210604.jpg,"Atta, Flours and Sooji",Staples
Aashirvaad Multigrain Atta 5 kg,239,305,https://www.jiomart.com/images/product/150x150/490675817/aashirvaad-multigrain-atta-5-kg-0-20210604.jpg,"Atta, Flours and Sooji",Staples
Aashirvaad Whole Wheat Atta 1 kg,48.36,52,https://www.jiomart.com/images/product/150x150/490000032/aashirvaad-whole-wheat-atta-1-kg-0-20210604.jpg,"Atta, Flours and Sooji",Staples
Broken Wheat / Daliya 500 g,25,50,https://www.jiomart.com/images/product/150x150/491349665/broken-wheat-daliya-500-g-0-20210316.jpg,"Atta, Flours and Sooji",Staples
Rajdhani Besan 1 kg,89,139,https://www.jiomart.com/images/product/150x150/490006666/rajdhani-besan-1-kg-0-20200805.jpg,"Atta, Flours and Sooji",Staples
Broken Wheat / Daliya 1 kg,50,100,https://www.jiomart.com/images/product/150x150/491349666/broken-wheat-daliya-1-kg-0-20210316.jpg,"Atta, Flours and Sooji",Staples
Good Life MP Wheat Chakki Atta 1 kg,39,50,https://www.jiomart.com/images/product/150x150/491458271/good-life-mp-wheat-chakki-atta-1-kg-0-20201117.jpg,"Atta, Flours and Sooji",Staples
Nature Fresh Sampoorna Chakki Whole Wheat Atta 10 kg,345,450,https://www.jiomart.com/images/product/150x150/491082049/nature-fresh-sampoorna-chakki-whole-wheat-atta-10-kg-0-20201207.jpg,"Atta, Flours and Sooji",Staples
Uttam Rawa / Sooji 1 kg,49,60,https://www.jiomart.com/images/product/150x150/490022111/uttam-rawa-1-kg-0-20210226.jpg,"Atta, Flours and Sooji",Staples
Aashirvaad Whole Wheat Atta 2 kg,94.86,102,https://www.jiomart.com/images/product/150x150/490000035/aashirvaad-whole-wheat-atta-2-kg-0-20210604.jpg,"Atta, Flours and Sooji",Staples
Fortune Chakki Fresh Atta 5 kg,169,211,https://www.jiomart.com/images/product/150x150/491417435/fortune-chakki-fresh-atta-5-kg-0-20210310.jpg,"Atta, Flours and Sooji",Staples
Madam Rawa 500 g,34.41,37,https://www.jiomart.com/images/product/150x150/490100440/madam-roasted-rawa-500-g-0-20201013.jpg,"Atta, Flours and Sooji",Staples
Good Life Rice Flour / Atta 500 g,22,25,https://www.jiomart.com/images/product/150x150/491208740/good-life-rice-flour-atta-500-g-0-20210121.jpg,"Atta, Flours and Sooji",Staples
Uttam Wheat's Daliya 500 g,28,32,https://www.jiomart.com/images/product/150x150/490130932/uttam-daliya-bold-500-g-0-20201022.jpg,"Atta, Flours and Sooji",Staples
Aashirvaad Select Sharbati Whole Wheat Atta 1 kg,55.8,60,https://www.jiomart.com/images/product/150x150/490007352/aashirvaad-select-sharbati-whole-wheat-atta-1-kg-0-20210604.jpg,"Atta, Flours and Sooji",Staples
Patanjali Traditional Chakki Whole Wheat With Bran Atta 10 kg,325.5,350,https://www.jiomart.com/images/product/150x150/491210600/patanjali-traditional-chakki-whole-wheat-with-bran-atta-10-kg-0-20210305.jpg,"Atta, Flours and Sooji",Staples
Madam Rice Atta / Flour 500 g,32.55,35,https://www.jiomart.com/images/product/150x150/490100441/madam-rice-atta-flour-500-g-0-20200921.jpg,"Atta, Flours and Sooji",Staples
Gaay Chhap Maraiyo / Varai 500 g,72.54,78,https://www.jiomart.com/images/product/150x150/490130928/gaay-chhap-maraiyo-varai-500-g-0-20210226.jpg,"Atta, Flours and Sooji",Staples
Pillsbury Chakki Fresh Atta / Flour 10 kg,359,450,https://www.jiomart.com/images/product/150x150/490006668/pillsbury-chakki-fresh-whole-wheat-atta-10-kg-0-20200818.jpg,"Atta, Flours and Sooji",Staples
Madam Besan 500 g,55,65,https://www.jiomart.com/images/product/150x150/490100438/madam-besan-500-g-0-20200918.jpg,"Atta, Flours and Sooji",Staples
Good Life Rice Atta / Flour 1 kg,39,45,https://www.jiomart.com/images/product/150x150/491208735/good-life-rice-atta-flour-1-kg-0-20210115.jpg,"Atta, Flours and Sooji",Staples
Manna Plain Ragi Flour 500 g,42.3,47,https://www.jiomart.com/images/product/150x150/590034193/manna-plain-ragi-flour-500-g-0-20210609.jpg,"Atta, Flours and Sooji",Staples
Manna Rice Flour 500 g,38.7,43,https://www.jiomart.com/images/product/150x150/590317037/manna-rice-flour-500-g-0-20210609.jpg,"Atta, Flours and Sooji",Staples
Manna Rice Flour 1 kg,71.1,79,https://www.jiomart.com/images/product/150x150/590335039/manna-rice-flour-1-kg-0-20210624.jpg,"Atta, Flours and Sooji",Staples
Manna Sprouted Ragi Flour 500 g,85.5,95,https://www.jiomart.com/images/product/150x150/590032992/manna-sprouted-ragi-flour-500-g-0-20210728.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Bhajani Chakli Atta 500 g,102.3,110,https://www.jiomart.com/images/product/150x150/590049041/bhagirathi-bhajani-chakli-atta-500-g-0-20201014.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Anarase Peeth 500 g,102.3,110,https://www.jiomart.com/images/product/150x150/590049042/bhagirathi-anarase-peeth-500-g-0-20201014.jpg,"Atta, Flours and Sooji",Staples
Dhanashree Ready To Cook Navanna Ghavan 250 g,60.45,65,https://www.jiomart.com/images/product/150x150/590067269/dhanashree-ready-to-cook-navanna-ghavan-250-g-0-20210303.jpg,"Atta, Flours and Sooji",Staples
Good Life Whole Wheat Atta with Multigrain Atta 5 kg,199,275,https://www.jiomart.com/images/product/150x150/491551201/good-life-multigrain-atta-5-kg-0-20201013.jpg,"Atta, Flours and Sooji",Staples
Brahmins Fried Rawa 500 g,59.52,64,https://www.jiomart.com/images/product/150x150/490329836/brahmins-fried-rawa-500-g-0-20210406.jpg,"Atta, Flours and Sooji",Staples
Madam Idli Rawa 500 g,30.69,33,https://www.jiomart.com/images/product/150x150/490100445/madam-idli-rawa-500-g-0-20200918.jpg,"Atta, Flours and Sooji",Staples
Pillsbury Chakki Fresh Atta / Flour 1 kg,48.36,52,https://www.jiomart.com/images/product/150x150/490000034/pillsbury-chakki-fresh-atta-flour-1-kg-0-20210226.jpg,"Atta, Flours and Sooji",Staples
24 Mantra Organic Ragi Flour 500 g,60.45,65,https://www.jiomart.com/images/product/150x150/490922074/24-mantra-organic-ragi-millet-flour-500-g-0-20200901.jpg,"Atta, Flours and Sooji",Staples
Brahmins Rice Powder / Rice Flour 1 kg,109.74,118,https://www.jiomart.com/images/product/150x150/490329839/brahmins-rice-powder-rice-flour-1-kg-0-20210318.jpg,"Atta, Flours and Sooji",Staples
Brahmins Appam / Idiyappam Podi 1 kg,109.74,118,https://www.jiomart.com/images/product/150x150/491316750/brahmins-appam-idiyappam-podi-1-kg-0-20210416.jpg,"Atta, Flours and Sooji",Staples
Brahmins Puttu Podi / Rice Flour 500 g,54.87,59,https://www.jiomart.com/images/product/150x150/490329838/brahmins-puttu-podi-rice-flour-500-g-0-20210728.jpg,"Atta, Flours and Sooji",Staples
Nature Fresh Sampoorna Chakki Whole Wheat Atta 5 kg,179,245,https://www.jiomart.com/images/product/150x150/491082048/nature-fresh-sampoorna-chakki-whole-wheat-atta-5-kg-0-20201207.jpg,"Atta, Flours and Sooji",Staples
Good Life Multigrain Atta 1 kg,47,58,https://www.jiomart.com/images/product/150x150/491551200/good-life-multigrain-atta-1-kg-0-20201117.jpg,"Atta, Flours and Sooji",Staples
Good Life MP Sharbatti Atta 5 kg,189,255,https://www.jiomart.com/images/product/150x150/491551199/good-life-mp-sharbatti-atta-5-kg-0-20210301.jpg,"Atta, Flours and Sooji",Staples
Brahmins Appam / Idiyappam Podi 500 g,55.8,60,https://www.jiomart.com/images/product/150x150/491316751/brahmins-appam-idiyappam-podi-500-g-0-20210729.jpg,"Atta, Flours and Sooji",Staples
Madam Jowar Millet Flour 500 g,33.48,36,https://www.jiomart.com/images/product/150x150/490100455/madam-jowar-millet-flour-500-g-0-20200923.jpg,"Atta, Flours and Sooji",Staples
GM Foods Bedmi Puri Atta / Flour 500 g,40,80,https://www.jiomart.com/images/product/150x150/491410105/gm-foods-bedmi-puri-atta-flour-500-g-0-20210216.jpg,"Atta, Flours and Sooji",Staples
Madam Kansar Lapsi Rawa 500 g,34.41,37,https://www.jiomart.com/images/product/150x150/490100448/madam-kansar-lapsi-rawa-500-g-0-20210302.jpg,"Atta, Flours and Sooji",Staples
Madam Nachni Millet Flour 500 g,35.34,38,https://www.jiomart.com/images/product/150x150/490100453/madam-nachni-millet-flour-500-g-0-20200921.jpg,"Atta, Flours and Sooji",Staples
Gajanann Foods Thalipeeth Bhajani 200 g,27.5,55,https://www.jiomart.com/images/product/150x150/491551306/gajanann-foods-thalipeeth-bhajani-200-g-0-20210322.jpg,"Atta, Flours and Sooji",Staples
Satyam Rawa 1 kg,61.38,66,https://www.jiomart.com/images/product/150x150/590067300/satyam-rawa-1-kg-0-20201028.jpg,"Atta, Flours and Sooji",Staples
Madam Bajra Millet Flour 500 g,29.76,32,https://www.jiomart.com/images/product/150x150/490100454/madam-bajra-millet-flour-500-g-0-20210302.jpg,"Atta, Flours and Sooji",Staples
Satyam Rawa 500 g,31.62,34,https://www.jiomart.com/images/product/150x150/590067301/satyam-rawa-500-g-0-20201028.jpg,"Atta, Flours and Sooji",Staples
Good Life MP Sharbatti Atta 1 kg,45,55,https://www.jiomart.com/images/product/150x150/491551198/good-life-mp-sharbatti-atta-1-kg-0-20210121.jpg,"Atta, Flours and Sooji",Staples
Brahmins Rice Powder / Rice Flour 500 g,54.87,59,https://www.jiomart.com/images/product/150x150/490329840/brahmins-rice-powder-rice-flour-500-g-0-20210302.jpg,"Atta, Flours and Sooji",Staples
GM Foods Bhathura Mix Flour / Atta 500 g,35,70,https://www.jiomart.com/images/product/150x150/491410106/gm-foods-bhathura-mix-flour-atta-500-g-0-20201128.jpg,"Atta, Flours and Sooji",Staples
GM Foods Masala Missi Roti Atta 500 g,49,98,https://www.jiomart.com/images/product/150x150/491410107/gm-foods-masala-missi-roti-atta-500-g-0-20200828.jpg,"Atta, Flours and Sooji",Staples
Gajanann Foods Rice Flour 500 g,22.5,45,https://www.jiomart.com/images/product/150x150/590048963/gajanann-foods-rice-flour-500-g-0-20201030.jpg,"Atta, Flours and Sooji",Staples
Satyam Lapsi Daliya 500 g,34.41,37,https://www.jiomart.com/images/product/150x150/590119867/satyam-lapsi-daliya-500-g-0-20210226.jpg,"Atta, Flours and Sooji",Staples
Madam Makki Peeth / Atta 500 g,30.69,33,https://www.jiomart.com/images/product/150x150/490100452/madam-makki-peeth-atta-500-g-0-20201024.jpg,"Atta, Flours and Sooji",Staples
Brahmins Chemba Putttu Podi / Rice Flour 1 kg,125.55,135,https://www.jiomart.com/images/product/150x150/490329833/brahmins-chemba-putttu-podi-rice-flour-1-kg-0-20201222.jpg,"Atta, Flours and Sooji",Staples
Gajanann Foods Jwari Flour 500 g,27.5,55,https://www.jiomart.com/images/product/150x150/590049046/gajanann-foods-jwari-flour-500-g-0-20201014.jpg,"Atta, Flours and Sooji",Staples
GM Foods Moong Bhajiya Pakodi Flour 500 g,64,128,https://www.jiomart.com/images/product/150x150/491410104/gm-foods-moong-bhajiya-pakodi-flour-500-g-0-20210618.jpg,"Atta, Flours and Sooji",Staples
Satyam Besan 500 g,66.03,71,https://www.jiomart.com/images/product/150x150/590116240/satyam-besan-500-g-0-20201217.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Jowar Millet Flour 500 g,39.06,42,https://www.jiomart.com/images/product/150x150/490010454/bhagirathi-jowar-millet-flour-500-g-0-20210226.jpg,"Atta, Flours and Sooji",Staples
Brahmins Wheat Puttu Podi 500 g,46.5,50,https://www.jiomart.com/images/product/150x150/491316753/brahmins-wheat-puttu-podi-500-g-0-20210303.jpg,"Atta, Flours and Sooji",Staples
Satyam Idli Rawa 500 g,28.83,31,https://www.jiomart.com/images/product/150x150/490012482/satyam-idli-rawa-sooji-500-g-0-20200805.jpg,"Atta, Flours and Sooji",Staples
Gajanann Foods Nachni Flour 500 g,27.5,55,https://www.jiomart.com/images/product/150x150/590049047/gajanann-foods-nachni-flour-500-g-0-20201014.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Bajra Millet Flour 500 g,32.55,35,https://www.jiomart.com/images/product/150x150/490010452/bhagirathi-bajra-millet-flour-500-g-0-20200921.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Rice Atta / Flour 500 g,29.76,32,https://www.jiomart.com/images/product/150x150/490010465/bhagirathi-rice-atta-flour-500-g-0-20210301.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Ragi Millet Flour / Nachani Peeth 500 g,39.06,42,https://www.jiomart.com/images/product/150x150/490010462/bhagirathi-ragi-millet-flour-nachani-peeth-500-g-0-20210301.jpg,"Atta, Flours and Sooji",Staples
Gajanann Foods Amboli Flour 200 g,25,50,https://www.jiomart.com/images/product/150x150/590032499/gajanann-foods-amboli-flour-200-g-0-20210322.jpg,"Atta, Flours and Sooji",Staples
Uttam Premium Superfine Besan 1 kg,94,120,https://www.jiomart.com/images/product/150x150/491099528/uttam-superfine-besan-1-kg-0-20200910.jpg,"Atta, Flours and Sooji",Staples
GM Foods Tawa Naan Mix 500 g,35,70,https://www.jiomart.com/images/product/150x150/491410108/gm-foods-tawa-naan-mix-500-g-0-20210319.jpg,"Atta, Flours and Sooji",Staples
Satyam Jawari Flour 500 g,40.92,44,https://www.jiomart.com/images/product/150x150/590067293/satyam-jawari-flour-500-g-0-20201028.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Modak Peeth 500 g,51.15,55,https://www.jiomart.com/images/product/150x150/490010459/bhagirathi-modak-peeth-500-g-0-20210301.jpg,"Atta, Flours and Sooji",Staples
Satyam Rice Atta / Flour 500 g,30.69,33,https://www.jiomart.com/images/product/150x150/590067303/satyam-rice-atta-flour-500-g-0-20201028.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Thali Peeth Bhajni 200 g,37.2,40,https://www.jiomart.com/images/product/150x150/490010471/bhagirathi-thali-peeth-bhajni-200-g-0-20201117.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Rice Atta / Flour 1 kg,58.59,63,https://www.jiomart.com/images/product/150x150/490010464/bhagirathi-rice-atta-flour-1-kg-0-20210301.jpg,"Atta, Flours and Sooji",Staples
Gajanann Foods Makka Flour 500 g,25,50,https://www.jiomart.com/images/product/150x150/590049048/gajanann-foods-makka-flour-500-g-0-20210512.jpg,"Atta, Flours and Sooji",Staples
I Love Besan 500 g,67.89,73,https://www.jiomart.com/images/product/150x150/590105538/i-love-besan-500-g-0-20201215.jpg,"Atta, Flours and Sooji",Staples
Gajanann Foods Kokani Vade Flour 200 g,30,60,https://www.jiomart.com/images/product/150x150/590032500/gajanann-foods-kokani-vade-flour-200-g-0-20210322.jpg,"Atta, Flours and Sooji",Staples
Satyam Daliya 200 g,41.85,45,https://www.jiomart.com/images/product/150x150/590126962/satyam-daliya-200-g-0-20210127.jpg,"Atta, Flours and Sooji",Staples
Gajanann Foods Bajri Flour 500 g,22.5,45,https://www.jiomart.com/images/product/150x150/590049045/gajanann-foods-bajri-flour-500-g-0-20201014.jpg,"Atta, Flours and Sooji",Staples
Satyam Nachni Millet Flour 500 g,38.13,41,https://www.jiomart.com/images/product/150x150/590121232/satyam-nachni-millet-flour-500-g-0-20201221.jpg,"Atta, Flours and Sooji",Staples
Aashirvaad Sugar Release Control Atta 1 kg,59.52,64,https://www.jiomart.com/images/product/150x150/491278940/aashirvaad-sugar-release-control-atta-1-kg-0-20210308.jpg,"Atta, Flours and Sooji",Staples
GM Foods Aloo Paratha Masala Mix 500 g,45,90,https://www.jiomart.com/images/product/150x150/491410110/gm-foods-aloo-paratha-masala-mix-atta-flour-500-g-0-20200930.jpg,"Atta, Flours and Sooji",Staples
Uttam Premium Superfine Besan 500 g,52,61,https://www.jiomart.com/images/product/150x150/491264709/uttam-premium-superfine-besan-500-g-0-20210305.jpg,"Atta, Flours and Sooji",Staples
Satyam Rajgira Flour 500 g,77.19,83,https://www.jiomart.com/images/product/150x150/590067299/satyam-rajgira-flour-500-g-0-20201028.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Dhokla Atta 500 g,50.15,59,https://www.jiomart.com/images/product/150x150/590108338/nutrapoorna-dhokla-atta-500-g-0-20201215.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Makai Atta 500 g,33.15,39,https://www.jiomart.com/images/product/150x150/590108355/nutrapoorna-makai-atta-500-g-0-20201215.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Multigrain Thalipeeth Bhajni 500 g,93,100,https://www.jiomart.com/images/product/150x150/491389987/bhagirathi-multigrain-thalipeeth-bhajni-500-g-0-20210304.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Natural Stone Ground Makki Peeth / Atta 500 g,32.55,35,https://www.jiomart.com/images/product/150x150/490010457/bhagirathi-natural-stone-ground-makki-peeth-atta-500-g-0-20210301.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Multigrain Bhakri Special Peeth / Atta 500 g,41.85,45,https://www.jiomart.com/images/product/150x150/490010466/bhagirathi-multigrain-bhakri-special-peeth-atta-500-g-0-20200901.jpg,"Atta, Flours and Sooji",Staples
Satyam Bajra Millet Flour 500 g,34.41,37,https://www.jiomart.com/images/product/150x150/590041142/satyam-bajra-millet-flour-500-g-0-20201001.jpg,"Atta, Flours and Sooji",Staples
I Love Rawa 500 g,34.41,37,https://www.jiomart.com/images/product/150x150/590105535/i-love-rawa-500-g-0-20201215.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Bajri Atta 500 g,29.75,35,https://www.jiomart.com/images/product/150x150/590108351/nutrapoorna-bajri-atta-500-g-0-20201215.jpg,"Atta, Flours and Sooji",Staples
Satyam Makai Flour 500 g,36.27,39,https://www.jiomart.com/images/product/150x150/590116241/satyam-makai-flour-500-g-0-20201217.jpg,"Atta, Flours and Sooji",Staples
I Love Barik Lapsi Rawa 500 g,45.57,49,https://www.jiomart.com/images/product/150x150/590105532/i-love-barik-lapsi-rawa-500-g-0-20201215.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Sattu Atta / Flour 200 g,37.2,40,https://www.jiomart.com/images/product/150x150/490010467/bhagirathi-sattu-atta-flour-200-g-0-20201117.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Rice Atta 500 g,29.75,35,https://www.jiomart.com/images/product/150x150/590108353/nutrapoorna-rice-atta-500-g-0-20201215.jpg,"Atta, Flours and Sooji",Staples
Shree Daliya 200 g,26.97,29,https://www.jiomart.com/images/product/150x150/490011020/shree-daliya-200-g-0-20200729.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Jowar Atta 500 g,51.85,61,https://www.jiomart.com/images/product/150x150/590108352/nutrapoorna-jowar-atta-500-g-0-20201215.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Handwa Atta 500 g,43.35,51,https://www.jiomart.com/images/product/150x150/590108342/nutrapoorna-handwa-atta-500-g-0-20201215.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Nachni Atta 500 g,39.95,47,https://www.jiomart.com/images/product/150x150/590108354/nutrapoorna-nachni-atta-500-g-0-20201215.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Thalipeeth / Masala Bhakhari Atta 500 g,80.75,95,https://www.jiomart.com/images/product/150x150/590108339/nutrapoorna-thalipith-masala-bhakhari-atta-500-g-0-20201215.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Soyabean Peeth / Atta 500 g,102.3,110,https://www.jiomart.com/images/product/150x150/490010470/bhagirathi-soyabean-peeth-atta-500-g-0-20200921.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Phulka Roti Wheat Atta 5 kg,292.5,325,https://www.jiomart.com/images/product/150x150/590108345/nutrapoorna-phulka-roti-wheat-atta-5-kg-0-20210222.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Multigrain Wheat Atta 5 kg,333,370,https://www.jiomart.com/images/product/150x150/590149012/nutrapoorna-multigrain-wheat-atta-5-kg-0-20210312.jpg,"Atta, Flours and Sooji",Staples
I Love Idli Rawa 500 g,30.69,33,https://www.jiomart.com/images/product/150x150/590105530/i-love-idli-rawa-500-g-0-20201215.jpg,"Atta, Flours and Sooji",Staples
Madam Lapsi Rawa 500 g,33.48,36,https://www.jiomart.com/images/product/150x150/490100447/madam-lapsi-rawa-500-g-0-20201024.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Malwani Wade Peeth / Atta 500 g,60,75,https://www.jiomart.com/images/product/150x150/490010476/bhagirathi-malwani-wade-peeth-atta-500-g-0-20210226.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Kulith Peeth / Horse Gram Flour Ready Mix 200 g,46.5,50,https://www.jiomart.com/images/product/150x150/490010456/bhagirathi-kulith-peeth-horse-gram-flour-ready-mix-200-g-0-20201001.jpg,"Atta, Flours and Sooji",Staples
Satyam Shingoda Atta 500 g,217.62,234,https://www.jiomart.com/images/product/150x150/590067304/satyam-singhara-atta-500-g-0-20201028.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Nachni Satwa Plain 200 g,46.5,50,https://www.jiomart.com/images/product/150x150/490010460/bhagirathi-nachni-sattu-plain-200-g-0-20200921.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Thepla Atta 500 g,85,100,https://www.jiomart.com/images/product/150x150/590108343/nutrapoorna-thepla-atta-500-g-0-20201215.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Multigrain Wheat Atta 1 kg,67.5,75,https://www.jiomart.com/images/product/150x150/590141145/nutrapoorna-multigrain-wheat-atta-1-kg-0-20210211.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Gold Premium Wheat Atta 5 kg,333,370,https://www.jiomart.com/images/product/150x150/590141146/nutrapoorna-gold-premium-wheat-atta-5-kg-0-20210211.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Gold Premium Wheat Atta 1 kg,67.5,75,https://www.jiomart.com/images/product/150x150/590141147/nutrapoorna-gold-premium-wheat-atta-1-kg-0-20210211.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Punjabi Wheat Atta 1 kg,59.4,66,https://www.jiomart.com/images/product/150x150/590108346/nutrapoorna-punjabi-wheat-atta-1-kg-0-20201215.jpg,"Atta, Flours and Sooji",Staples
K-Pra Poshak Upwas Bhajni 200 g,46.5,50,https://www.jiomart.com/images/product/150x150/590087437/k-pra-poshak-upwas-bhajni-200-g-0-20210301.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Daily Need Wheat Atta 1 kg,50.4,56,https://www.jiomart.com/images/product/150x150/590141149/nutrapoorna-daily-need-wheat-atta-1-kg-0-20210211.jpg,"Atta, Flours and Sooji",Staples
Nutrapoorna Karkara Wheat Atta 500 g,34.85,41,https://www.jiomart.com/images/product/150x150/590108340/nutrapoorna-karkara-wheat-atta-500-g-0-20201215.jpg,"Atta, Flours and Sooji",Staples
Bhagirathi Nachni Satva / Ragi Malt 200 g,46.5,50,https://www.jiomart.com/images/product/150x150/490010461/bhagirathi-nachni-satva-200-g-0-20200828.jpg,"Atta, Flours and Sooji",Staples
